"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"LOC5577190","48","41","63","231","93","83","415","708","245","268","137","174","279","241"
"LOC110676806","228","103","260","0","3","0","2","32","6","5","961","1615","134","236"
"LOC23687802","431","469","547","57","21","37","72","67","18","95","168","314","123","190"
"LOC5577183","31","36","35","0","10","3","74","69","61","89","130","153","57","115"
"LOC5577181","4","4","4","70","18","20","1","14","5","1","18","15","0","26"
"LOC110675835","0","0","0","0","0","0","0","0","0","0","0","0","50","72"
"LOC5574881","39","49","50","34","16","10","101","159","88","113","69","72","107","103"
"LOC5574879","20","72","8","48","11","39","2","0","2","0","3","10","265","420"
"LOC110676809","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"LOC5566917","6","22","2","370","72","234","11","82","6","63","47","28","20","45"
"LOC5566939","7","33","11","69","1","0","0","1","0","16","0","0","30","25"
"LOC5566916","0","0","0","1","0","0","24","16","39","111","0","1","12","31"
"LOC5566915","0","0","1","0","0","0","0","0","0","1","3","2","0","6"
"LOC5566914","336","405","360","72","3","11","54","16","15","63","124","128","121","281"
"LOC5566913","8","11","5","0","7","0","28","48","20","44","94","112","121","206"
"LOC5566912","4","5","8","0","0","0","0","11","0","0","8","14","45","50"
"LOC110676811","1","1","7","0","0","0","0","0","0","0","0","6","25","14"
"LOC5566910","48","41","63","86","83","57","335","354","187","294","178","177","166","203"
"LOC5566942","92","135","106","42","18","82","25","49","32","40","55","54","88","194"
"LOC110675838","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5566907","20","28","20","105","39","82","32","14","29","47","7","3","60","40"
"LOC5566908","33","42","45","29","31","19","28","23","20","37","78","98","200","535"
"LOC5566941","88","90","117","1","19","29","30","46","31","47","90","200","91","123"
"LOC5566662","109","64","111","392","219","235","337","431","240","306","269","276","249","335"
"LOC5566911","193","135","186","316","24","106","39","26","16","70","133","188","164","173"
"LOC5566660","50","73","88","0","2","0","16","14","12","14","14","11","44","232"
"LOC5576440","4","16","5","971","346","484","617","913","600","807","12","131","74","72"
"LOC5566670","0","0","1","0","2","0","97","223","137","141","3","1","23","1"
"LOC5576442","0","0","1","1012","977","1098","251","406","251","347","2","29","4","5"
"LOC5576443","15","22","18","84","6","51","8","33","38","46","12","29","35","23"
"LOC5576438","2","2","9","74","9","8","13","25","3","13","105","107","42","62"
"LOC5564802","5","3","0","420","14","17","0","0","1","7","3","0","0","0"
"LOC110675204","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"LOC5570987","0","0","0","909","220","975","677","3814","1608","1439","1","1","0","0"
"LOC110676812","22","13","25","10","2","1","10","11","8","13","19","25","10","5"
"LOC5565869","65","115","71","383","135","126","274","231","153","225","203","253","1046","1451"
"LOC5577215","68","86","61","0","29","62","76","69","34","56","96","122","314","797"
"LOC5565864","14","24","12","0","0","0","3","0","2","0","332","218","34","43"
"LOC5577214","182","324","224","166","97","84","292","506","297","443","147","351","310","1020"
"LOC5578243","3069","1634","3324","96","98","104","895","1043","795","1100","2883","2329","409","481"
"LOC5578242","68","57","83","0","11","35","68","13","14","15","72","49","28","32"
"LOC5565868","17","18","28","0","0","0","0","0","0","0","127","166","16","55"
"LOC5564530","60","157","105","212","26","57","54","56","20","65","42","54","126","218"
"LOC5577210","9","16","17","1","10","17","54","32","30","38","209","102","29","89"
"LOC5577209","61","51","63","16","19","15","50","38","42","73","503","509","116","254"
"LOC5577204","36","58","71","0","3","0","36","21","30","32","703","528","167","178"
"LOC5577205","46","52","60","117","31","22","113","106","44","81","222","305","389","502"
"LOC5578247","2","0","2","1","2","0","10","1","6","2","5","12","4","15"
"LOC5578246","0","0","0","0","0","4","0","0","0","0","18","24","0","1"
"LOC110675841","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5573345","0","1","0","1","25","29","292","458","134","184","0","1","63","2"
"LOC110676813","0","0","0","0","0","0","14","0","2","2","0","0","0","0"
"LOC5573346","0","0","1","0","0","0","0","0","0","0","0","0","3","3"
"LOC5573347","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676814","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675842","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577277","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577276","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577275","0","0","0","0","5","5","0","0","0","0","0","0","0","1"
"LOC5574148","75","87","52","15","25","15","30","28","0","40","211","137","335","401"
"Trnaa-agc_48","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568491","278","208","322","489","70","106","67","202","65","59","242","321","258","276"
"LOC5568495","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568492","30","12","29","0","0","1","11","8","3","9","240","65","17","62"
"LOC5568490","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568493","3","1","0","102","3","0","17","3","8","6","4","5","8","14"
"LOC110676815","1","1","0","0","0","0","0","0","0","0","0","1","0","0"
"LOC5568496","1","0","0","0","0","0","0","0","0","0","0","0","13","75"
"LOC5568497","0","0","0","99","11","46","6","97","34","5","4","20","67","88"
"LOC110676816","1","0","1","0","0","0","0","5","0","0","4","0","0","0"
"LOC5568488","11","7","15","227","223","282","55","78","16","53","37","37","302","323"
"LOC5568487","0","0","0","7","11","1","434","3937","1117","1873","6","8","31","5"
"LOC5571214","51","57","44","0","2","9","27","95","5","49","97","14","126","164"
"LOC5571212","30","26","36","201","122","183","49","46","63","62","57","54","202","217"
"LOC5568486","84","80","112","68","15","51","106","91","80","81","936","604","222","409"
"LOC5573096","120","73","136","219","70","102","77","120","58","111","58","103","101","277"
"LOC110676817","0","0","0","0","1","0","6","1","6","13","0","4","0","0"
"LOC5573098","226","225","250","133","27","29","271","131","119","188","64","65","32","67"
"LOC110676818","7","9","8","0","0","0","8","5","7","0","3","5","0","8"
"LOC5573100","59","51","126","371","176","397","38","36","21","26","104","194","9","48"
"LOC110675845","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675846","0","0","0","0","0","0","0","0","0","0","2","3","28","77"
"LOC5573101","501","653","605","0","5","0","0","0","0","0","97","82","0","0"
"LOC5573102","34","42","48","159","94","103","41","35","40","11","17","41","73","109"
"LOC5573103","14","28","18","36","132","39","222","309","93","205","2","25","45","21"
"LOC5573104","53","24","51","0","5","0","15","18","14","16","57","114","77","26"
"LOC5573091","70","62","82","2","44","99","455","612","306","599","90","92","95","218"
"LOC5573093","2","1","5","0","2","0","0","0","0","0","40","56","3","6"
"LOC110675847","8","7","5","0","0","0","1","0","0","1","1","0","0","2"
"LOC5573090","5","6","9","38","2","23","13","41","5","28","23","26","4","9"
"LOC5573094","1","0","3","0","2","1","0","0","0","0","6","3","12","12"
"LOC5568160","10","8","13","33","0","0","4","3","1","7","14","39","0","3"
"LOC5579463","2","6","5","47","8","49","42","16","6","20","6","13","5","14"
"Trnaa-agc_49","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676819","0","0","0","0","0","0","0","0","0","0","0","0","2","5"
"LOC5564801","6","4","3","42","5","27","44","20","25","13","17","52","4","41"
"LOC110676820","26","29","11","1","1","1","0","0","0","1","0","0","0","0"
"LOC5571560","293","348","274","88","36","58","112","102","72","79","185","313","147","195"
"LOC5571555","45","35","50","70","14","38","59","122","60","74","186","432","220","361"
"LOC5571556","0","3","1","0","0","0","0","0","0","0","0","1","0","2"
"LOC5571554","63","55","71","0","3","0","0","0","8","10","15","64","64","82"
"LOC110676821","10","14","11","0","8","15","60","54","35","33","230","295","5","62"
"LOC5571557","317","207","485","665","139","221","362","446","227","374","162","340","366","803"
"LOC5571558","10","32","14","2","13","33","49","49","48","44","12","7","24","106"
"LOC110675205","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5579210","6","36","9","0","2","0","2","0","0","5","3","5","0","10"
"LOC110676822","0","0","0","0","0","0","0","0","0","4","5","2","5","5"
"LOC110676823","0","0","0","0","0","15","1","3","1","2","0","0","0","0"
"LOC5569024","52","46","47","87","18","97","136","101","77","116","494","388","126","201"
"LOC5579212","13","6","30","138","31","12","103","257","87","168","281","220","59","85"
"LOC5579488","44","27","56","118","31","0","15","20","35","89","95","99","188","246"
"LOC23687965","2316","1849","2770","1887","386","1061","1116","1493","918","1402","7238","5049","1740","4135"
"LOC110676824","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"LOC5569018","403","386","368","0","0","0","43","15","21","19","19","26","42","37"
"LOC5572327","1","2","5","239","93","229","3","22","1","2","9","4","12","13"
"LOC110676826","0","0","0","0","0","0","0","0","0","0","6","0","3","10"
"LOC110676825","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569392","416","537","446","16","34","69","61","90","50","69","140","166","73","226"
"LOC110675848","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569391","71","116","109","49","14","68","42","59","67","27","155","267","113","86"
"LOC110676828","120","89","110","0","12","2","122","68","64","80","464","793","387","577"
"LOC110676827","94","95","95","132","80","87","142","112","39","67","87","247","132","287"
"LOC5569390","61","45","60","111","61","83","76","80","37","52","327","424","133","236"
"LOC110675849","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569383","77","67","141","0","10","1","33","59","21","44","201","296","272","374"
"LOC110676829","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569051","2","2","1","0","9","2","0","0","1","0","3","2","10","40"
"LOC5569381","3","1","1","455","185","311","0","0","0","1","0","0","0","0"
"LOC5564711","6","49","1","91","154","116","0","0","0","5","0","0","0","4"
"LOC110675850","0","1","0","0","0","0","0","0","0","0","2","0","1076","1833"
"LOC5569050","56","120","50","83","20","28","54","107","74","84","3","9","65","92"
"Trnat-agu_17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569049","15","28","22","578","166","289","147","343","199","244","13","89","1084","1934"
"LOC5569048","7","12","12","3","24","23","155","831","508","419","27","21","58","101"
"LOC110676830","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569047","487","555","664","10","71","133","167","117","31","72","67","109","97","158"
"LOC5578583","26","42","28","84","59","1","51","102","33","114","70","118","532","396"
"LOC5578582","259","207","265","153","56","16","116","132","91","134","337","306","158","252"
"LOC110676831","127","82","101","37","6","20","48","104","59","86","60","95","74","44"
"LOC5569043","617","705","621","113","57","213","113","129","60","145","345","408","42","38"
"LOC5569042","210","209","255","197","70","95","259","278","168","148","821","596","261","456"
"LOC5569041","93","80","116","123","12","71","5","30","10","14","9","14","2","26"
"LOC5569035","109","113","121","60","65","142","121","135","71","123","299","181","131","150"
"LOC5569034","353","270","375","198","42","92","84","102","27","85","318","382","452","915"
"LOC5569036","6","7","4","109","17","56","1","23","4","0","5","9","30","17"
"LOC5569037","0","0","0","0","0","0","0","12","0","0","0","0","0","0"
"Trnaa-agc_50","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"LOC5569031","64","60","112","126","37","110","63","54","20","12","56","68","95","195"
"LOC5569033","11","25","8","0","3","0","3","0","3","0","2","2","36","0"
"LOC110676832","12","8","13","0","0","0","0","0","0","0","2","3","6","0"
"LOC110675856","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675857","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5579491","15","22","28","150","43","24","164","217","139","122","285","242","151","283"
"LOC5574513","2","2","0","0","4","0","0","0","0","0","2","5","140","231"
"LOC5574512","4","2","3","156","80","146","15","46","21","16","13","3","35","68"
"LOC110675859","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5564419","34","52","21","0","3","2","19","33","9","0","1","5","7","15"
"LOC110676834","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675860","0","0","0","0","0","0","0","0","0","0","3","0","6","22"
"LOC110675862","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675863","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"LOC5570445","1","3","1","53","7","32","35","2","9","6","0","8","10","0"
"LOC110676835","0","0","2","1","0","0","3","1","0","0","0","0","0","0"
"LOC110676836","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675867","2","1","1","0","0","0","0","0","0","0","13","1","0","0"
"LOC110676837","23","19","29","25","12","4","27","13","22","24","22","36","12","30"
"LOC110676838","1","1","0","0","1","0","0","0","0","0","1","4","0","1"
"LOC5575210","0","1","0","0","2","5","4","0","0","16","2","4","46","85"
"LOC5564950","1","1","4","0","0","2","51","41","15","14","17","18","10","6"
"LOC5575211","0","0","1","1","20","10","40","20","18","17","17","18","9","18"
"LOC5575209","17","13","21","57","48","36","261","144","113","255","66","124","44","127"
"LOC5575208","1519","1083","1666","270","42","212","42","93","20","50","76","170","159","239"
"LOC110676839","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5566648","333","192","399","115","35","75","29","48","23","42","196","321","291","269"
"LOC5566649","1377","1757","854","0","1","0","4","2","2","0","0","5","0","0"
"LOC110676840","2","4","5","37","0","14","2","0","2","8","1","0","2","7"
"LOC5564615","35","60","65","1","5","19","77","65","38","94","216","259","233","481"
"LOC110675868","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5564617","138","149","199","2","16","41","45","15","9","14","36","72","107","125"
"LOC5564619","0","1","0","0","0","0","15","47","9","0","0","0","34","63"
"LOC5567690","0","1","0","0","1","0","25","41","12","0","0","0","10","1"
"LOC110676841","0","0","0","0","0","0","0","12","4","0","0","0","0","0"
"LOC5564618","1","7","2","3","12","4","1911","3597","1522","1964","1","3","14","14"
"LOC5576505","3","0","4","16","2","4","34","36","0","38","4","2","13","55"
"LOC5565707","28","17","50","448","66","71","60","37","51","88","106","154","662","1758"
"LOC110676842","1","0","0","75","6","0","9","5","0","10","19","3","14","5"
"LOC110676843","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577104","2","1","0","82","10","3","48","21","11","26","33","53","25","9"
"LOC110676844","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"LOC5577106","0","0","1","0","1","0","0","0","4","1","10","6","15","20"
"LOC5577107","108","111","132","106","58","116","177","160","108","108","464","686","319","481"
"LOC5577109","45","41","53","0","7","9","65","29","15","35","660","475","268","301"
"LOC5577108","81","79","138","67","10","14","51","27","28","48","366","338","121","333"
